Ubigeo,Distrito,Provincia,Departamento,Poblacion,Superficie,Y,X
180203,Goyllarisquizga,Daniel Alcides Carrion,Pasco,4234,23.17,-10.4733,-76.4078
180204,Paucar,Daniel Alcides Carrion,Pasco,"1,721",134.18,-10.3697,-76.445
180205,San Pedro de Pillao,Daniel Alcides Carrion,Pasco,"1,883",92.17,-10.4392,-76.4972
180206,Santa Ana de Tusi,Daniel Alcides Carrion,Pasco,"23,892",353.11,-10.4719,-76.3547
180207,Tapuc,Daniel Alcides Carrion,Pasco,"4,533",60.19,-10.4558,-76.4617
180208,Vilcabamba,Daniel Alcides Carrion,Pasco,"1,563",102.35,-10.4789,-76.4492
180301,Oxapampa,Oxapampa,Pasco,"14,438",419.85,-10.5728,-75.4039
180302,Chontabamba,Oxapampa,Pasco,"3,598",457.09,-10.6044,-75.4633
180303,Huancabamba,Oxapampa,Pasco,6628,"1,182.15",-10.4261,-75.5131
180304,Puerto Bermudez,Oxapampa,Pasco,"18,016","8,014.31",-10.2964,-74.9358
180305,Villa Rica,Oxapampa,Pasco,"20,633",859.23,-10.7364,-75.2722
180306,Pozuzo,Oxapampa,Pasco,"9,818",750.87,-10.0653,-75.5569
180307,Palcazu,Oxapampa,Pasco,"11,282","2,912.16",-10.1878,-75.1458
180308,Constitución,Oxapampa,Pasco,"12,105","3,171.49",-9.8458,-74.9986
190101,Piura,Piura,Piura,"158,034",196.15,-5.1942,-80.6289
190103,Castilla,Piura,Piura,"147,546",656.69,-5.2006,-80.6211
190104,Catacaos,Piura,Piura,"74,562","2,286.97",-5.2697,-80.6764
190105,La Arena,Piura,Piura,"38,483",171.24,-5.3464,-80.7108
190106,La Union,Piura,Piura,"41,736",320.9,-5.4031,-80.7433
190107,Las Lomas,Piura,Piura,"27,290",557.69,-4.6578,-80.2442
190109,Tambo Grande,Piura,Piura,"123,352","1,496.75",-4.9331,-80.3414
190113,Cura Mori,Piura,Piura,"19,168",217.41,-5.325,-80.6656
190114,El Tallan,Piura,Piura,"5,215",100.98,-5.4128,-80.68
190201,Ayabaca,Ayabaca,Piura,"38,963","1,549.99",-4.6392,-79.7161
190202,Frias,Ayabaca,Piura,"24,461",565.31,-4.9342,-79.9431
190203,Lagunas,Ayabaca,Piura,"7,425",190.82,-4.79,-79.8456
190204,Montero,Ayabaca,Piura,"6,619",130.57,-4.6303,-79.8275
190205,Pacaipampa,Ayabaca,Piura,"25,060",981.5,-4.9953,-79.67
190206,Sapillica,Ayabaca,Piura,12442,267.09,-4.7786,-79.9831
190207,Sicchez,Ayabaca,Piura,"1,829",33.1,-4.5703,-79.765
190208,Suyo,Ayabaca,Piura,"12,471","1,078.61",-4.5139,-80.0031
190209,Jilili,Ayabaca,Piura,"2,768",104.73,-4.5839,-79.7989
190210,Paimas,Ayabaca,Piura,"10,504",319.67,-4.6269,-79.9453
190301,Huancabamba,Huancabamba,Piura,30956,446.75,-5.2394,-79.4508
190302,Canchaque,Huancabamba,Piura,8173,306.41,-5.3758,-79.6097
190303,Huarmaca,Huancabamba,Piura,"41,688","1,908.22",-5.5683,-79.5247
190304,Sondor,Huancabamba,Piura,"8,679",336.53,-5.315,-79.4106
190305,Sondorillo,Huancabamba,Piura,10910,226.09,-5.3394,-79.43
190306,El Carmen de La Frontera,Huancabamba,Piura,14195,702.81,-5.1481,-79.4347
190307,San Miguel de El Faique,Huancabamba,Piura,"9,067",201.6,-5.4022,-79.6053
190308,Lalaquiz,Huancabamba,Piura,"4,666",138.95,-5.2128,-79.6783
190401,Chulucanas,Morropon,Piura,76815,842.26,-5.0969,-80.1642
190402,Buenos Aires,Morropon,Piura,8147,245.12,-5.2678,-79.9708
190403,Chalaco,Morropon,Piura,"9,190",151.96,-5.0417,-79.7958
190404,Morropon,Morropon,Piura,"14,240",169.96,-5.1861,-79.9717
190405,Salitral,Morropon,Piura,"8,470",614.03,-5.3419,-79.8319
190406,Santa Catalina de Mossa,Morropon,Piura,"4,187",76.76,-5.1031,-79.8872
190407,Santo Domingo,Morropon,Piura,"7,335",187.32,-5.0292,-79.8756
190408,La Matanza,Morropon,Piura,"12,912","1,043.61",-5.2114,-80.0906
190409,Yamango,Morropon,Piura,"9,715",216.91,-5.1814,-79.7528
190410,San Juan de Bigote,Morropon,Piura,"6,747",245.21,-5.3189,-79.7875
190501,Paita,Paita,Piura,"96,707",706.31,-5.0883,-81.1164
190502,Amotape,Paita,Piura,"2,336",90.82,-4.8822,-81.0178
190503,Arenal,Paita,Piura,"1,049",8.19,-4.8842,-81.0269
190504,La Huaca,Paita,Piura,11921,599.51,-4.9117,-80.9608
190505,Colan,Paita,Piura,"12,625",124.93,-4.9092,-81.0572
190506,Tamarindo,Paita,Piura,"4,632",63.67,-4.8792,-80.9739
190507,Vichayal,Paita,Piura,"4,901",134.36,-4.8653,-81.0719
190601,Sullana,Sullana,Piura,"180,896",529.73,-4.9044,-80.7047
190602,Bellavista,Sullana,Piura,"38,621",3.09,-4.8908,-80.6808
190603,Lancones,Sullana,Piura,"13,525","2,152.99",-4.5767,-80.4778
190604,Marcavelica,Sullana,Piura,"29,411","1,687.98",-4.8814,-80.7061
190605,Miguel Checa,Sullana,Piura,"8,861",480.26,-4.9025,-80.8169
190606,Querecotillo,Sullana,Piura,"25,675",270.08,-4.84,-80.6519
190607,Salitral,Sullana,Piura,"6,834",28.27,-4.8583,-80.6794
190608,Ignacio Escudero,Sullana,Piura,"20,502",306.53,-4.8458,-80.8747
190701,Pariñas,Talara,Piura,"91,278","1,116.99",-4.5811,-81.2747
190702,El Alto,Talara,Piura,"7,114",491.33,-4.2697,-81.2239
190703,La Brea,Talara,Piura,"11,926",692.96,-4.6564,-81.3069
190704,Lobitos,Talara,Piura,"1,685",233.01,-4.4531,-81.2783
190705,Mancora,Talara,Piura,"13,045",100.19,-4.1083,-81.0556
190706,Los Organos,Talara,Piura,"9,510",165.01,-4.1789,-81.1322
190801,Sechura,Sechura,Piura,"44,407","5,710.85",-5.5567,-80.8217
190802,Vice,Sechura,Piura,"14,475",261.01,-5.4231,-80.7767
190803,Bernal,Sechura,Piura,"7,477",71.74,-5.4608,-80.7422
190804,Bellavista de La Union,Sechura,Piura,"4,498",13.88,-5.4394,-80.7547
190805,Cristo Nos Valga,Sechura,Piura,4067,234.37,-5.4939,-80.7414
190806,Rinconada Llicuar,Sechura,Piura,"3,298",19.44,-5.4572,-80.7614
200101,Puno,Puno,Puno,"146,095",460.63,-15.8406,-70.0278
200102,Acora,Puno,Puno,"28,363","1,941.09",-15.9736,-69.7978
200103,Atuncolla,Puno,Puno,"5,778",124.74,-15.6878,-70.1436
200104,Capachica,Puno,Puno,"11,436",117.06,-15.6431,-69.8303
200105,Coata,Puno,Puno,"8,265",104,-15.5711,-69.9503
200106,Chucuito,Puno,Puno,"6,807",121.18,-15.8947,-69.8922
200107,Huata,Puno,Puno,"10,988",130.37,-15.6144,-69.9722
200108,Mañazo,Puno,Puno,"5,400",410.67,-15.7992,-70.3458
200109,Paucarcolla,Puno,Puno,"5,254",170.04,-15.7461,-70.0556
200110,Pichacani,Puno,Puno,"5,298","1,633.48",-16.1508,-70.0642
200111,San Antonio,Puno,Puno,"4,025",376.75,-16.1414,-70.3458
200112,Tiquillaca,Puno,Puno,"1,725",455.71,-15.7978,-70.1872
200113,Vilque,Puno,Puno,"3,163",193.29,-15.7661,-70.2594
200114,Plateria,Puno,Puno,"7,674",238.59,-15.9475,-69.8356
200115,Amantani,Puno,Puno,"4,538",15,-15.6572,-69.7194
200201,Azangaro,Azangaro,Puno,"28,809",706.13,-14.9083,-70.1969
200202,Achaya,Azangaro,Puno,"4,619",132.23,-15.2847,-70.1608
200203,Arapa,Azangaro,Puno,"7,707",329.85,-15.1411,-70.1117
200204,Asillo,Azangaro,Puno,"17,767",392.38,-14.7864,-70.3544
200205,Caminaca,Azangaro,Puno,"3,543",146.88,-15.3239,-70.0747
200206,Chupa,Azangaro,Puno,"13,200",143.21,-15.1069,-69.9861
200207,Jose Domingo Choquehuanca,Azangaro,Puno,"5,595",69.73,-15.0336,-70.3381
200208,Muñani,Azangaro,Puno,"8,367",764.49,-14.7689,-69.9528
200210,Potoni,Azangaro,Puno,"6,586",602.95,-14.3944,-70.1136
200212,Saman,Azangaro,Puno,"14,541",188.59,-15.2917,-70.0169
200213,San Anton,Azangaro,Puno,"10,186",514.84,-14.5922,-70.3125
200214,San Jose,Azangaro,Puno,"5,838",372.73,-14.6817,-70.1606
200215,San Juan de Salinas,Azangaro,Puno,"4,430",106,-14.9911,-70.1056
200216,Santiago de Pupuja,Azangaro,Puno,"5,400",301.27,-15.0547,-70.2792
200217,Tirapata,Azangaro,Puno,"3,141",198.73,-14.9544,-70.4028
200301,Macusani,Carabaya,Puno,"13,291","1,029.56",-14.0686,-70.4308
200302,Ajoyani,Carabaya,Puno,"2,140",413.11,-14.2294,-70.2264
200303,Ayapata,Carabaya,Puno,"12,540","1,091.61",-13.7781,-70.325
200304,Coasa,Carabaya,Puno,"16,619","3,572.92",-13.9853,-70.0197
200305,Corani,Carabaya,Puno,"4,035",852.99,-13.8686,-70.6042
200306,Crucero,Carabaya,Puno,"9,497",836.37,-14.3619,-70.025
200307,Ituata,Carabaya,Puno,"6,501","1,200.79",-13.8761,-70.2178
200308,Ollachea,Carabaya,Puno,"5,765",595.79,-13.7944,-70.4756
200309,San Gaban,Carabaya,Puno,"4,199","2,029.22",-13.4333,-70.3889
200310,Usicayos,Carabaya,Puno,"24,668",644.04,-14.1256,-69.9672
200401,Juli,Chucuito,Puno,"21,619",720.38,-16.215,-69.4619
200402,Desaguadero,Chucuito,Puno,"32,339",178.21,-16.5653,-69.0433
200403,Huacullani,Chucuito,Puno,"23,781",705.28,-16.6292,-69.325
200406,Pisacoma,Chucuito,Puno,"13,871",959.34,-16.9092,-69.3736
200407,Pomata,Chucuito,Puno,"16,206",382.58,-16.2728,-69.2933
200410,Zepita,Chucuito,Puno,"19,161",546.57,-16.4964,-69.105
200412,Kelluyo,Chucuito,Puno,"26,051",485.77,-16.7208,-69.2492
200501,Huancane,Huancane,Puno,"18,727",381.62,-15.2017,-69.7614
200502,Cojata,Huancane,Puno,"4,501",881.18,-15.0161,-69.3647
200504,Inchupalla,Huancane,Puno,"3,422",289.03,-15.0089,-69.6822
200506,Pusi,Huancane,Puno,"6,515",148.42,-15.4419,-69.9294
200507,Rosaspata,Huancane,Puno,"5,326",301.47,-15.2347,-69.5303
200508,Taraco,Huancane,Puno,"14,483",198.02,-15.2978,-69.9792
200509,Vilque Chico,Huancane,Puno,"8,480",499.38,-15.2144,-69.6886
200511,Huatasani,Huancane,Puno,"5,634",106.73,-15.0589,-69.8042
200601,Lampa,Lampa,Puno,"10,351",675.82,-15.3636,-70.3653
200602,Cabanilla,Lampa,Puno,"5,383",443.04,-15.6194,-70.3489
200603,Calapuja,Lampa,Puno,"1,506",141.3,-15.31,-70.2217
200604,Nicasio,Lampa,Puno,"2,710",134.35,-15.2361,-70.2622
200605,Ocuviri,Lampa,Puno,"3,246",878.26,-15.1128,-70.9117
200606,Palca,Lampa,Puno,2871,483.96,-15.235,-70.5992
200607,Paratia,Lampa,Puno,"9,675",745.08,-15.4539,-70.6008
200608,Pucara,Lampa,Puno,5201,537.6,-15.0419,-70.3689
200609,Santa Lucia,Lampa,Puno,"7,620","1,595.67",-15.6986,-70.6061
200610,Vilavila,Lampa,Puno,"4,449",156.65,-15.1883,-70.6606
200701,Ayaviri,Melgar,Puno,"22,568","1,013.14",-14.8811,-70.5897
200702,Antauta,Melgar,Puno,"4,447",636.17,-14.3,-70.295
200703,Cupi,Melgar,Puno,"3,519",214.25,-14.9058,-70.8683
200704,Llalli,Melgar,Puno,"5,003",216.36,-14.9339,-70.8792
200705,Macari,Melgar,Puno,"8,772",673.78,-14.7706,-70.9033
200706,Nuñoa,Melgar,Puno,11106,"2,200.16",-14.4767,-70.6372
200707,Orurillo,Melgar,Puno,11009,379.05,-14.7261,-70.5133
200708,Santa Rosa,Melgar,Puno,"7,526",790.38,-14.6072,-70.7872
200709,Umachiri,Melgar,Puno,"4,504",323.56,-14.8497,-70.7494
200801,Sandia,Sandia,Puno,12478,580.13,-14.3231,-69.4667
200803,Cuyocuyo,Sandia,Puno,"4,768",503.91,-14.4717,-69.54
200804,Limbani,Sandia,Puno,"4,422","2,112.34",-14.1458,-69.6897
200805,Phara,Sandia,Puno,"4,905",400.9,-14.1511,-69.6642
200806,Patambuco,Sandia,Puno,3967,462.72,-14.3594,-69.6222
200807,Quiaca,Sandia,Puno,2413,447.9,-14.4253,-69.3417
200808,San Juan del Oro,Sandia,Puno,14201,197.14,-14.2211,-69.1528
200810,Yanahuaya,Sandia,Puno,"2,244",670.61,-14.2822,-69.1844
200811,Alto Inambari,Sandia,Puno,"9,765","1,124.88",-14.0897,-69.2442
200812,San Pedro de Putina Punco,Sandia,Puno,"14,560","5,361.88",-14.1119,-69.0467
200901,Juliaca,San Roman,Puno,"235,221",533.5,-15.4939,-70.1356
200902,Cabana,San Roman,Puno,4224,191.23,-15.65,-70.3211
200903,Cabanillas,San Roman,Puno,"5,459","1,267.06",-15.6425,-70.3503
200904,Caracoto,San Roman,Puno,"5,608",285.87,-15.5683,-70.1022
201001,Yunguyo,Yunguyo,Puno,27385,170.59,-16.2469,-69.095
201002,Unicachi,Yunguyo,Puno,"3,889",11.1,-16.2239,-68.9761
201003,Anapia,Yunguyo,Puno,3376,9.54,-16.3133,-68.8539
201004,Copani,Yunguyo,Puno,"5,040",47.37,-16.3989,-69.0439
201005,Cuturapi,Yunguyo,Puno,"1,245",21.74,-16.2706,-69.1781
201006,Ollaraya,Yunguyo,Puno,"5,376",23.67,-16.2308,-68.9981
201007,Tinicachi,Yunguyo,Puno,"1,629",6.2,-16.1967,-68.9603
201101,Putina,San Antonio de Putina,Puno,"27,607","1,021.92",-14.9003,-69.8619
201102,Pedro Vilca Apaza,San Antonio de Putina,Puno,3054,565.81,-15.0592,-69.8897
201103,Quilcapuncu,San Antonio de Putina,Puno,"5,929",516.66,-14.8964,-69.7344
201104,Ananea,San Antonio de Putina,Puno,"33,728",939.56,-14.6786,-69.5333
201105,Sina,San Antonio de Putina,Puno,"1,761",163.43,-14.49,-69.2817
201201,Ilave,El Collao,Puno,59120,874.57,-16.0867,-69.6386
201202,Pilcuyo,El Collao,Puno,"13,172",157,-16.11,-69.5547
201203,Santa Rosa,El Collao,Puno,"7,989","2,524.02",-16.7414,-69.7175
201204,Capazo,El Collao,Puno,"2,351","1,039.25",-17.1828,-69.7439
201205,Conduriri,El Collao,Puno,"4,496","1,005.67",-16.6156,-69.7025
201301,Moho,Moho,Puno,"16,058",494.36,-15.36,-69.5
201302,Conima,Moho,Puno,3064,72.95,-15.4572,-69.4375
201303,Tilali,Moho,Puno,"2,769",48.15,-15.5192,-69.3456
201304,Huayrapata,Moho,Puno,"4,282",388.35,-15.3211,-69.3494
210101,Moyobamba,Moyobamba,San Martin,"87,833","2,737.57",-6.0283,-76.9719
210102,Calzada,Moyobamba,San Martin,"4,435",95.38,-6.0319,-77.0675
210103,Habana,Moyobamba,San Martin,"2,078",91.25,-6.0808,-77.0928
210104,Jepelacio,Moyobamba,San Martin,"22,049",360.03,-6.1081,-76.9161
210105,Soritor,Moyobamba,San Martin,"35,837",387.76,-6.1408,-77.105
210106,Yantalo,Moyobamba,San Martin,"3,536",100.32,-5.9747,-77.0225
210201,Saposoa,Huallaga,San Martin,"11,436",545.43,-6.9339,-76.7733
210202,Piscoyacu,Huallaga,San Martin,"3,958",184.87,-6.9831,-76.7647
210203,Sacanche,Huallaga,San Martin,"2,602",143.15,-7.07,-76.7136
210204,Tingo de Saposoa,Huallaga,San Martin,661,37.29,-7.0936,-76.6417
210205,Alto Saposoa,Huallaga,San Martin,"3,296","1,347.34",-6.7658,-76.8139
210206,El Eslabon,Huallaga,San Martin,"3,965",122.77,-7.0031,-76.7436
210301,Lamas,Lamas,San Martin,"12,528",79.82,-6.4217,-76.5211
210303,Barranquita,Lamas,San Martin,"5,140","1,065.12",-6.2517,-76.0331
210304,Caynarachi,Lamas,San Martin,"8,040","1,678.69",-6.3306,-76.2836
210305,Cuñumbuqui,Lamas,San Martin,"4,815",191.46,-6.5089,-76.4803
210306,Pinto Recodo,Lamas,San Martin,"11,115",524.07,-6.3794,-76.6033
210307,Rumisapa,Lamas,San Martin,"2,514",39.19,-6.4486,-76.4722
210311,Shanao,Lamas,San Martin,3659,24.59,-6.41,-76.5939
210313,Tabalosos,Lamas,San Martin,"13,492",485.25,-6.3856,-76.6333
210314,Zapatero,Lamas,San Martin,"4,823",175,-6.5308,-76.4911
210315,Alonso de Alvarado,Lamas,San Martin,"19,886",294.2,-6.35,-76.77
210316,San Roque de Cumbaza,Lamas,San Martin,"1,466",525.15,-6.3864,-76.4419
210401,Juanjui,Mariscal Caceres,San Martin,"26,662",335.19,-7.1819,-76.7317
210402,Campanilla,Mariscal Caceres,San Martin,"7,672","2,249.83",-7.4814,-76.6528
210403,Huicungo,Mariscal Caceres,San Martin,"6,630","9,830.17",-7.3272,-76.7783
210404,Pachiza,Mariscal Caceres,San Martin,"4,205","1,839.51",-7.2975,-76.7739
210405,Pajarillo,Mariscal Caceres,San Martin,"6,192",244.03,-7.1789,-76.6881
210501,Rioja,Rioja,San Martin,"24,222",185.69,-6.0589,-77.1669
210502,Posic,Rioja,San Martin,"1,706",54.65,-6.0139,-77.1636
210503,Yorongos,Rioja,San Martin,"3,741",74.53,-6.1356,-77.1447
210504,Yuracyacu,Rioja,San Martin,"3,914",13.74,-5.9278,-77.2269
210505,Nueva Cajamarca,Rioja,San Martin,"47,637",330.31,-5.94,-77.3083
210506,Elias Soplin Vargas,Rioja,San Martin,"13,897",199.64,-5.9908,-77.2781
210507,San Fernando,Rioja,San Martin,"3,360",63.53,-5.9019,-77.27
210508,Pardo Miguel,Rioja,San Martin,"23,572","1,131.87",-5.7381,-77.5025
210509,Awajun,Rioja,San Martin,"12,342",481.08,-5.8139,-77.3822
210601,Tarapoto,San Martin,San Martin,"75,656",67.81,-6.4969,-76.3664
210602,Alberto Leveau,San Martin,San Martin,645,268.4,-6.6633,-76.2878
210604,Cacatachi,San Martin,San Martin,"3,466",75.36,-6.4619,-76.4514
210606,Chazuta,San Martin,San Martin,"8,206",966.38,-6.5739,-76.0931
210607,Chipurana,San Martin,San Martin,"1,818",500.44,-6.3539,-75.7411
210608,El Porvenir,San Martin,San Martin,"2,841",483.21,-6.215,-75.7867
210609,Huimbayoc,San Martin,San Martin,"3,262","1,609.07",-6.4167,-75.7658
210610,Juan Guerra,San Martin,San Martin,"3,167",196.5,-6.5833,-76.3336
210611,Morales,San Martin,San Martin,"30,844",43.91,-6.4797,-76.3828
210612,Papaplaya,San Martin,San Martin,"1,975",686.19,-6.245,-75.7903
210616,San Antonio,San Martin,San Martin,"1,345",93.03,-6.42,-76.4044
210619,Sauce,San Martin,San Martin,"16,808",103,-6.6914,-76.2183
210620,Shapaja,San Martin,San Martin,"1,472",270.44,-6.58,-76.2653
210621,La Banda de Shilcayo,San Martin,San Martin,"43,596",286.68,-6.5033,-76.3514
210701,Bellavista,Bellavista,San Martin,"13,643",287.12,-7.0653,-76.5883
210702,San Rafael,Bellavista,San Martin,"7,706",98.32,-7.0308,-76.4764
210703,San Pablo,Bellavista,San Martin,"9,128",362.49,-6.8081,-76.5731
210704,Alto Biavo,Bellavista,San Martin,"7,368","6,117.12",-7.2936,-76.4544
210705,Huallaga,Bellavista,San Martin,"3,118",210.42,-7.1292,-76.6489
210706,Bajo Biavo,Bellavista,San Martin,"20,617",975.43,-7.1011,-76.4867
210801,Tocache,Tocache,San Martin,"25,393","1,142.04",-8.1883,-76.5153
210802,Nuevo Progreso,Tocache,San Martin,"12,370",860.98,-8.45,-76.3253
210803,Polvora,Tocache,San Martin,"14,439","2,174.48",-7.9075,-76.6706
210804,Shunte,Tocache,San Martin,983,964.21,-8.35,-76.7231
210805,Uchiza,Tocache,San Martin,"20,197",723.73,-8.4558,-76.46
210901,Picota,Picota,San Martin,"8,314",218.72,-6.9194,-76.3317
210902,Buenos Aires,Picota,San Martin,"3,287",272.97,-6.7939,-76.3269
210903,Caspisapa,Picota,San Martin,"2,130",81.44,-6.9589,-76.4189
210904,Pilluana,Picota,San Martin,683,239.27,-6.7781,-76.2931
210905,Pucacaca,Picota,San Martin,"2,431",230.72,-6.8506,-76.3417
210906,San Cristobal,Picota,San Martin,"1,427",29.63,-6.9925,-76.4186
210907,San Hilarion,Picota,San Martin,"5,756",96.55,-7.0022,-76.4428
210908,Tingo de Ponasa,Picota,San Martin,"4,889",340.01,-6.9356,-76.2511
210909,Tres Unidos,Picota,San Martin,"5,349",246.52,-6.8064,-76.2311
210910,Shamboyacu,Picota,San Martin,"12,188",415.58,-7.0425,-76.1119
211001,San Jose de Sisa,El Dorado,San Martin,"11,954",299.9,-6.6136,-76.6931
211002,Agua Blanca,El Dorado,San Martin,"2,385",168.19,-6.7289,-76.6975
211003,Shatoja,El Dorado,San Martin,"3,281",24.07,-6.5283,-76.7211
211004,San Martin,El Dorado,San Martin,"13,834",562.57,-6.5147,-76.7425
211005,Santa Rosa,El Dorado,San Martin,"10,704",243.41,-6.7456,-76.6264
220101,Tacna,Tacna,Tacna,"80,845","1,877.78",-18.01,-70.2478
220102,Calana,Tacna,Tacna,"3,338",108.38,-17.9406,-70.1825
220104,Inclan,Tacna,Tacna,"8,125","1,414.82",-17.795,-70.4919
220107,Pachia,Tacna,Tacna,"1,971",603.68,-17.8972,-70.1528
220108,Palca,Tacna,Tacna,"1,728","1,417.86",-17.7733,-69.9583
220109,Pocollay,Tacna,Tacna,"22,319",265.65,-17.9964,-70.2197
220110,Sama,Tacna,Tacna,"2,679","1,115.98",-17.8586,-70.5731
220111,Alto de La Alianza,Tacna,Tacna,"40,652",371.4,-17.9908,-70.2475
220112,Ciudad Nueva,Tacna,Tacna,"39,060",173.42,-17.985,-70.2378
220113,Coronel Gregorio Albarracin Lanchipa,Tacna,Tacna,"123,662",187.74,-18.0408,-70.2542
220201,Tarata,Tarata,Tacna,"3,233",864.31,-17.4772,-70.0306
220205,Heroes Albarracin,Tarata,Tacna,676,372.41,-17.4817,-70.1211
220206,Estique,Tarata,Tacna,741,312.85,-17.5428,-70.0206
220207,Estique-Pampa,Tarata,Tacna,703,185.61,-17.5372,-70.0344
220210,Sitajara,Tarata,Tacna,728,251.24,-17.3747,-70.1342
220211,Susapaya,Tarata,Tacna,746,373.21,-17.3528,-70.1311
220212,Tarucachi,Tarata,Tacna,412,113.27,-17.5253,-70.0292
220213,Ticaco,Tarata,Tacna,547,347.06,-17.4506,-70.0456
220301,Locumba,Jorge Basadre,Tacna,"2,641",968.99,-17.6133,-70.7611
220302,Ite,Jorge Basadre,Tacna,"3,415",848.18,-17.8617,-70.965
220303,Ilabaya,Jorge Basadre,Tacna,"2,806","1,111.39",-17.4214,-70.5122
220401,Candarave,Candarave,Tacna,3008,"1,111.03",-17.2669,-70.2497
220402,Cairani,Candarave,Tacna,1299,371.17,-17.2861,-70.3628
220403,Curibaya,Candarave,Tacna,174,126.98,-17.3822,-70.3353
220404,Huanuara,Candarave,Tacna,909,95.61,-17.3133,-70.3217
220405,Quilahuani,Candarave,Tacna,"1,229",37.66,-17.3175,-70.2583
220406,Camilaca,Candarave,Tacna,"1,468",518.65,-17.2669,-70.3833
230101,Tumbes,Tumbes,Tumbes,115562,158.14,-3.5647,-80.4536
230102,Corrales,Tumbes,Tumbes,24561,131.6,-3.6022,-80.4797
230103,La Cruz,Tumbes,Tumbes,9444,65.23,-3.6378,-80.5925
230104,Pampas de Hospital,Tumbes,Tumbes,"7,239",727.75,-3.6956,-80.4358
230105,San Jacinto,Tumbes,Tumbes,"8,704",598.72,-3.6431,-80.4511
230106,San Juan de La Virgen,Tumbes,Tumbes,4160,118.71,-3.6275,-80.4336
230201,Zorritos,Contralmirante Villar,Tumbes,12785,644.52,-3.6806,-80.6783
230202,Casitas,Contralmirante Villar,Tumbes,"2,088",855.36,-3.9406,-80.6519
230203,Canoas de Punta Sal,Contralmirante Villar,Tumbes,"5,700",623.34,-3.9467,-80.9428
230301,Zarumilla,Zarumilla,Tumbes,"23,148",113.25,-3.5011,-80.275
230302,Matapalo,Zarumilla,Tumbes,"2,529",392.29,-3.6839,-80.1997
230303,Papayal,Zarumilla,Tumbes,"5,348",193.53,-3.5736,-80.2333
230304,Aguas Verdes,Zarumilla,Tumbes,"24,781",46.06,-3.4814,-80.2461
240101,Callao,Callao,Callao,"410,795",45.65,-12.0603,-77.1492
240102,Bellavista,Callao,Callao,72625,4.56,-12.0625,-77.1317
240103,La Punta,Callao,Callao,3184,18.38,-12.0717,-77.1692
240104,Carmen de La Legua,Callao,Callao,"40,833",2.12,-12.0461,-77.0969
240105,La Perla,Callao,Callao,"60,011",2.75,-12.0711,-77.1211
240106,Ventanilla,Callao,Callao,402038,69.93,-11.8989,-77.1422
250101,Calleria,Coronel Portillo,Ucayali,"159,364","10,485.41",-8.3828,-74.5322
250102,Yarinacocha,Coronel Portillo,Ucayali,101126,596.2,-8.355,-74.5769
250103,Masisea,Coronel Portillo,Ucayali,"13,150","14,102.19",-8.6025,-74.3097
250104,Campoverde,Coronel Portillo,Ucayali,"16,324","1,194.10",-8.4761,-74.8072
250105,Iparia,Coronel Portillo,Ucayali,"12,193","8,029.12",-9.3064,-74.4378
250106,Nueva Requena,Coronel Portillo,Ucayali,5699,"1,857.82",-8.3061,-74.8653
250107,Manantay,Coronel Portillo,Ucayali,83040,579.91,-8.3981,-74.5378
250201,Padre Abad,Padre Abad,Ucayali,"26,614","4,689.20",-9.0375,-75.5128
250202,Irazola,Padre Abad,Ucayali,"10,830",998.93,-8.8289,-75.2139
250203,Curimana,Padre Abad,Ucayali,"8,956","2,134.04",-8.4353,-75.1597
250301,Raymondi,Atalaya,Ucayali,"35,109","14,504.99",-10.7278,-73.7592
250302,Tahuania,Atalaya,Ucayali,"8,284","7,010.09",-10.1033,-73.9808
250303,Yurua,Atalaya,Ucayali,"2,716","9,175.58",-9.5281,-72.7622
250304,Sepahua,Atalaya,Ucayali,"9,193","8,223.63",-11.1464,-73.0475
250401,Purus,Purus,Ucayali,4657,"17,847.76",-9.7703,-70.7122
