Ubigeo,Distrito,Provincia,Departamento,Poblacion,Superficie,Y,X
080511,Huachocolpa,Tayacaja,Huancavelica,"6,534",292,-12.0486,-74.5953
080512,Huaribamba,Tayacaja,Huancavelica,4472,150.69,-12.2794,-74.9406
080515,Ñahuimpuquio,Tayacaja,Huancavelica,1876,67.39,-12.3322,-75.0708
080517,Pazos,Tayacaja,Huancavelica,"7,281",227.86,-12.2589,-75.07
080518,Quishuar,Tayacaja,Huancavelica,904,31.54,-12.2408,-74.7792
080519,Salcabamba,Tayacaja,Huancavelica,"4,584",192.52,-12.2011,-74.7825
080520,San Marcos de Rocchac,Tayacaja,Huancavelica,"2,856",281.71,-12.0939,-74.8656
080523,Surcubamba,Tayacaja,Huancavelica,"4,926",271.75,-12.1169,-74.63
080525,Tintay Puncu,Tayacaja,Huancavelica,"9,140",257.73,-12.1531,-74.5456
080526,Salcahuasi,Tayacaja,Huancavelica,"3,294",117.98,-12.1031,-74.7508
080601,Ayavi,Huaytara,Huancavelica,597,201.26,-13.7031,-75.3539
080602,Cordova,Huaytara,Huancavelica,"2,898",104.59,-14.04,-75.1833
080603,Huayacundo Arma,Huaytara,Huancavelica,469,12.81,-13.5339,-75.3111
080604,Huaytara,Huaytara,Huancavelica,"2,108",401.25,-13.605,-75.3525
080605,Laramarca,Huaytara,Huancavelica,823,205.05,-13.9494,-75.0375
080606,Ocoyo,Huaytara,Huancavelica,"2,488",154.71,-14.0086,-75.0225
080607,Pilpichaca,Huaytara,Huancavelica,"3,765","2,162.92",-13.3278,-75.0017
080608,Querco,Huaytara,Huancavelica,"1,044",697.31,-13.9803,-74.9764
080609,Quito-Arma,Huaytara,Huancavelica,767,222.32,-13.5289,-75.3294
080610,San Antonio de Cusicancha,Huaytara,Huancavelica,"1,676",255.86,-13.5003,-75.2944
080611,San Francisco de Sangayaico,Huaytara,Huancavelica,557,70.7,-13.7956,-75.25
080612,San Isidro,Huaytara,Huancavelica,"1,194",174.95,-13.9569,-75.24
080613,Santiago de Chocorvos,Huaytara,Huancavelica,"2,842","1,150.20",-13.8272,-75.2578
080614,Santiago de Quirahuara,Huaytara,Huancavelica,658,169.32,-14.0547,-74.9783
080615,Santo Domingo de Capillas,Huaytara,Huancavelica,982,248.56,-13.7356,-75.245
080616,Tambo,Huaytara,Huancavelica,313,226.58,-13.6894,-75.2758
080701,Churcampa,Churcampa,Huancavelica,"5,961",135.48,-12.7403,-74.3869
080702,Anco,Churcampa,Huancavelica,"6,609",150.18,-12.6864,-74.5872
080703,Chinchihuasi,Churcampa,Huancavelica,"3,410",162.21,-12.5172,-74.5458
080704,El Carmen,Churcampa,Huancavelica,"3,050",77.07,-12.7347,-74.4792
080705,La Merced,Churcampa,Huancavelica,1639,73.32,-12.79,-74.3633
080706,Locroja,Churcampa,Huancavelica,"4,179",92.48,-12.7389,-74.4419
080707,Paucarbamba,Churcampa,Huancavelica,7336,97.72,-12.5542,-74.5314
080708,San Miguel de Mayocc,Churcampa,Huancavelica,"1,239",38.43,-12.805,-74.3922
080709,San Pedro de Coris,Churcampa,Huancavelica,"4,451",128.9,-12.5786,-74.4103
080710,Pachamarca,Churcampa,Huancavelica,"2,917",156.29,-12.5161,-74.5261
080711,Cosme,Churcampa,Huancavelica,"4,141",106.34,-12.5731,-74.6581
090101,Huanuco,Huanuco,Huanuco,"88,542",126.23,-9.9269,-76.2403
090102,Chinchao,Huanuco,Huanuco,"14,099",795.78,-9.8019,-76.0689
090103,Churubamba,Huanuco,Huanuco,"28,908",507.31,-9.8258,-76.1375
090104,Margos,Huanuco,Huanuco,"10,021",206.57,-10.0061,-76.5214
090105,Quisqui,Huanuco,Huanuco,"8,392",172.74,-9.9231,-76.3561
090106,San Francisco de Cayran,Huanuco,Huanuco,"5,575",146.24,-9.9822,-76.2847
090107,San Pedro de Chaulan,Huanuco,Huanuco,"8,121",266.36,-10.0581,-76.4822
090108,Santa Maria del Valle,Huanuco,Huanuco,"20,984",446.63,-9.8628,-76.1703
090109,Yarumayo,Huanuco,Huanuco,"3,139",60.94,-10.0022,-76.4683
090110,Amarilis,Huanuco,Huanuco,"79,545",131.68,-9.9456,-76.2417
090111,Pillco Marca,Huanuco,Huanuco,"28,110",76.61,-9.9578,-76.2492
090112,Yacus,Huanuco,Huanuco,"7,390",69.9,-9.9858,-76.5044
090201,Ambo,Ambo,Huanuco,"17,328",288.8,-10.1294,-76.2047
090202,Cayna,Ambo,Huanuco,"3,377",166.05,-10.2717,-76.3872
090203,Colpas,Ambo,Huanuco,2388,174.34,-10.2672,-76.4144
090204,Conchamarca,Ambo,Huanuco,"6,938",104.81,-10.0367,-76.2156
090205,Huacar,Ambo,Huanuco,"7,642",234.23,-10.1614,-76.2356
090206,San Francisco,Ambo,Huanuco,"3,233",121.21,-10.3419,-76.2914
090207,San Rafael,Ambo,Huanuco,"12,278",443.63,-10.3403,-76.1828
090208,Tomay Kichwa,Ambo,Huanuco,"3,857",42.11,-10.0789,-76.2131
090301,La Union,Dos de Mayo,Huanuco,"6,302",167.1,-9.8278,-76.8003
090307,Chuquis,Dos de Mayo,Huanuco,"6,030",151.25,-9.6775,-76.7033
090312,Marias,Dos de Mayo,Huanuco,"9,957",637.24,-9.6061,-76.705
090314,Pachas,Dos de Mayo,Huanuco,"13,450",264.74,-9.7061,-76.7722
090316,Quivilla,Dos de Mayo,Huanuco,"3,296",33.6,-9.5967,-76.7253
090317,Ripan,Dos de Mayo,Huanuco,"7,150",75.04,-9.8261,-76.8033
090321,Shunqui,Dos de Mayo,Huanuco,"2,478",32.26,-9.7311,-76.7833
090322,Sillapata,Dos de Mayo,Huanuco,"2,430",70.53,-9.7581,-76.7742
090323,Yanas,Dos de Mayo,Huanuco,"3,339",36.31,-9.7144,-76.7489
090401,Llata,Huamalies,Huanuco,"15,299",411.35,-9.5506,-76.8156
090402,Arancay,Huamalies,Huanuco,"1,603",158.33,-9.1708,-76.7483
090403,Chavin de Pariarca,Huamalies,Huanuco,3721,89.25,-9.4231,-76.7692
090404,Jacas Grande,Huamalies,Huanuco,"5,998",236.99,-9.5397,-76.7358
090405,Jircan,Huamalies,Huanuco,"3,739",84.81,-9.2472,-76.7161
090406,Miraflores,Huamalies,Huanuco,"3,592",96.74,-9.4928,-76.8189
090407,Monzon,Huamalies,Huanuco,"29,863","1,521.39",-9.2842,-76.3978
090408,Punchao,Huamalies,Huanuco,"2,599",42.24,-9.4614,-76.8192
090409,Puños,Huamalies,Huanuco,"4,316",101.75,-9.5,-76.885
090410,Singa,Huamalies,Huanuco,"3,342",151.7,-9.3881,-76.8125
090411,Tantamayo,Huamalies,Huanuco,"3,035",249.95,-9.3928,-76.7183
090501,Huacrachuco,Marañon,Huanuco,"15,942",704.63,-8.6044,-77.1489
090502,Cholon,Marañon,Huanuco,"10,428","2,125.19",-8.6594,-76.8481
090505,San Buenaventura,Marañon,Huanuco,"2,744",86.54,-8.7681,-77.1867
090601,Rupa-Rupa,Leoncio Prado,Huanuco,"51,713",266.52,-9.2944,-75.9969
090602,Daniel Alomias Robles,Leoncio Prado,Huanuco,"8,011",702.46,-9.1839,-75.9406
090603,Hermilio Valdizan,Leoncio Prado,Huanuco,"4,065",112.2,-9.1525,-75.8261
090604,Luyando,Leoncio Prado,Huanuco,"10,078",100.32,-9.2469,-75.9919
090605,Mariano Damaso Beraun,Leoncio Prado,Huanuco,"9,433",766.27,-9.4164,-75.9661
090606,Jose Crespo y Castillo,Leoncio Prado,Huanuco,"25,403","2,120.66",-8.9319,-76.1147
090701,Panao,Pachitea,Huanuco,"25,270","1,580.86",-9.8956,-75.9769
090702,Chaglla,Pachitea,Huanuco,"14,914","1,103.58",-9.8281,-75.9064
090704,Molino,Pachitea,Huanuco,"15,486",235.5,-9.9119,-76.0175
090706,Umari,Pachitea,Huanuco,"22,098",149.08,-9.8614,-76.0422
090801,Honoria,Puerto Inca,Huanuco,"6,330",798.05,-8.7694,-74.7089
090802,Puerto Inca,Puerto Inca,Huanuco,"7,538","2,147.18",-9.3775,-74.9733
090803,Codo del Pozuzo,Puerto Inca,Huanuco,"6,630","3,322.04",-9.6758,-75.4533
090804,Tournavista,Puerto Inca,Huanuco,"4,559","2,228.46",-8.9289,-74.7053
090805,Yuyapichis,Puerto Inca,Huanuco,"6,616","1,845.62",-9.6297,-74.9744
090901,Huacaybamba,Huacaybamba,Huanuco,"7,290",586.21,-9.0372,-76.9519
090902,Pinra,Huacaybamba,Huanuco,"8,974",283.71,-8.9239,-77.0125
090903,Canchabamba,Huacaybamba,Huanuco,"3,324",186.83,-8.8836,-77.1228
090904,Cochabamba,Huacaybamba,Huanuco,"3,650",684.87,-9.0922,-76.835
091001,Jesus,Lauricocha,Huanuco,"5,712",449.9,-10.0803,-76.6303
091002,Baños,Lauricocha,Huanuco,"7,184",152.66,-10.0769,-76.7356
091003,San Francisco de Asis,Lauricocha,Huanuco,"2,126",84.3,-9.9772,-76.6758
091004,Queropalca,Lauricocha,Huanuco,"3,090",131.15,-10.1811,-76.8042
091005,San Miguel de Cauri,Lauricocha,Huanuco,"10,381",811.75,-10.1431,-76.625
091006,Rondos,Lauricocha,Huanuco,"7,687",169.42,-9.9836,-76.6889
091007,Jivia,Lauricocha,Huanuco,"2,925",61.31,-10.0236,-76.6811
091101,Chavinillo,Yarowilca,Huanuco,"5,943",205.16,-9.8447,-76.6236
091102,Aparicio Pomares,Yarowilca,Huanuco,"5,488",183.14,-9.7486,-76.6478
091103,Cahuac,Yarowilca,Huanuco,"4,687",29.5,-9.8494,-76.6319
091104,Chacabamba,Yarowilca,Huanuco,"3,760",16.53,-9.9014,-76.6097
091105,Jacas Chico,Yarowilca,Huanuco,"2,038",36.16,-9.8872,-76.5017
091106,Obas,Yarowilca,Huanuco,"5,435",123.16,-9.7953,-76.6658
091107,Pampamarca,Yarowilca,Huanuco,"2,039",72.68,-9.7061,-76.7028
091108,Choras,Yarowilca,Huanuco,"3,665",61.14,-9.9108,-76.6036
100101,Ica,Ica,Ica,"134,249",887.51,-14.0678,-75.7319
100102,La Tinguiña,Ica,Ica,"36,909",98.34,-14.035,-75.7092
100103,Los Aquijes,Ica,Ica,"19,987",90.92,-14.0978,-75.6911
100104,Parcona,Ica,Ica,"56,336",17.39,-14.0453,-75.7058
100105,Pueblo Nuevo,Ica,Ica,"4,843",33.12,-14.1275,-75.7031
100106,Salas,Ica,Ica,"24,557",651.72,-13.9861,-75.7733
100107,San Jose de los Molinos,Ica,Ica,"6,360",363.2,-13.9283,-75.6669
100108,San Juan Bautista,Ica,Ica,"15,214",26.39,-14.0114,-75.7372
100109,Santiago,Ica,Ica,"30,313","2,783.73",-14.1922,-75.7142
100110,Subtanjalla,Ica,Ica,"29,063",193.97,-14.0194,-75.7597
100111,Yauca del Rosario,Ica,Ica,972,"1,289.10",-14.1014,-75.4783
100112,Tate,Ica,Ica,"4,719",7.07,-14.1528,-75.7092
100113,Pachacutec,Ica,Ica,"6,949",34.47,-14.1528,-75.6925
100114,Ocucaje,Ica,Ica,"3,816","1,417.12",-14.3433,-75.6608
100201,Chincha Alta,Chincha,Ica,"65,322",238.34,-13.42,-76.1356
100202,Chavin,Chincha,Ica,"1,470",426.17,-13.0789,-75.9119
100203,Chincha Baja,Chincha,Ica,"12,536",72.52,-13.4597,-76.1647
100204,El Carmen,Chincha,Ica,"13,734",789.9,-13.5019,-76.0536
100205,Grocio Prado,Chincha,Ica,"24,910",190.53,-13.3986,-76.1592
100206,San Pedro de Huacarpana,Chincha,Ica,"1,700",222.45,-13.0492,-75.6483
100207,Sunampe,Chincha,Ica,"28,435",16.76,-13.4269,-76.1647
100208,Tambo de Mora,Chincha,Ica,"5,110",22,-13.4592,-76.1839
100209,Alto Laran,Chincha,Ica,"7,663",298.83,-13.4444,-76.1067
100210,Pueblo Nuevo,Chincha,Ica,"63,297",209.45,-13.4019,-76.1269
100211,San Juan de Yanac,Chincha,Ica,269,500.4,-13.2108,-75.7861
100301,Nazca,Nazca,Ica,"27,249","1,252.25",-14.8328,-74.9361
100302,Changuillo,Nazca,Ica,"1,457",946.94,-14.6653,-75.2253
100303,El Ingenio,Nazca,Ica,"2,697",552.39,-14.6464,-75.06
100304,Marcona,Nazca,Ica,"12,510","1,955.20",-15.3619,-75.1681
100305,Vista Alegre,Nazca,Ica,"15,935",527.3,-14.8453,-74.9469
100401,Pisco,Pisco,Ica,"54,716",24.56,-13.7086,-76.2075
100402,Huancano,Pisco,Ica,"1,577",905.14,-13.5992,-75.6203
100403,Humay,Pisco,Ica,"6,041","1,112.96",-13.7222,-75.885
100404,Independencia,Pisco,Ica,"14,928",272.34,-13.6939,-76.0256
100405,Paracas,Pisco,Ica,"7,390","1,420.00",-13.8428,-76.2503
100406,San Andres,Pisco,Ica,"13,733",39.45,-13.7311,-76.2211
100407,San Clemente,Pisco,Ica,"22,548",127.22,-13.6839,-76.1592
100408,Tupac Amaru Inca,Pisco,Ica,"18,366",55.48,-13.7119,-76.1492
100501,Palpa,Palpa,Ica,"7,279",147.44,-14.5339,-75.1839
100502,Llipata,Palpa,Ica,"1,516",186.18,-14.5636,-75.2078
100503,Rio Grande,Palpa,Ica,"2,236",315.52,-14.5194,-75.2006
100504,Santa Cruz,Palpa,Ica,987,255.7,-14.4914,-75.2639
100505,Tibillo,Palpa,Ica,316,328.04,-14.0931,-75.1728
110101,Huancayo,Huancayo,Junin,"119,025",237.55,-12.0703,-75.2139
110103,Carhuacallanga,Huancayo,Junin,"1,398",13.78,-12.3544,-75.2033
110104,Colca,Huancayo,Junin,"2,068",113.25,-12.3169,-75.2258
110105,Cullhuas,Huancayo,Junin,"2,204",108.01,-12.2233,-75.1747
110106,Chacapampa,Huancayo,Junin,810,120.72,-12.3444,-75.2472
110107,Chicche,Huancayo,Junin,901,45.92,-12.2961,-75.2964
110108,Chilca,Huancayo,Junin,"87,993",8.3,-12.0817,-75.2028
110109,Chongos Alto,Huancayo,Junin,"1,339",701.75,-12.3128,-75.2925
110112,Chupuro,Huancayo,Junin,"1,752",13.56,-12.1561,-75.245
110113,El Tambo,Huancayo,Junin,"166,163",73.56,-12.055,-75.2206
110114,Huacrapuquio,Huancayo,Junin,"1,274",24.1,-12.1725,-75.2236
110116,Hualhuas,Huancayo,Junin,"4,630",24.82,-11.9692,-75.2536
110118,Huancan,Huancayo,Junin,"21,744",12,-12.1064,-75.2186
110119,Huasicancha,Huancayo,Junin,842,47.61,-12.3331,-75.2844
110120,Huayucachi,Huancayo,Junin,"8,665",13.13,-12.1367,-75.2247
110121,Ingenio,Huancayo,Junin,"2,507",53.29,-11.8903,-75.2686
110122,Pariahuanca,Huancayo,Junin,"5,767",617.5,-11.9792,-74.8967
110123,Pilcomayo,Huancayo,Junin,"17,062",20.18,-12.0497,-75.2528
110124,Pucara,Huancayo,Junin,"5,008",110.49,-12.1719,-75.1475
110125,Quichuay,Huancayo,Junin,1745,34.79,-11.8875,-75.2872
110126,Quilcas,Huancayo,Junin,"4,268",167.98,-11.9383,-75.2611
110127,San Agustin,Huancayo,Junin,"11,955",23.09,-11.9914,-75.2481
110128,San Jeronimo de Tunan,Huancayo,Junin,"10,420",20.99,-11.9483,-75.2856
110131,Santo Domingo de Acobamba,Huancayo,Junin,"7,776",778.02,-11.7689,-74.7953
110132,Saño,Huancayo,Junin,"4,082",11.59,-11.955,-75.2606
110133,Sapallanga,Huancayo,Junin,"12,879",119.02,-12.1403,-75.1597
110134,Sicaya,Huancayo,Junin,"8,166",42.73,-12.0125,-75.2833
110136,Viques,Huancayo,Junin,"2,247",3.57,-12.1603,-75.2342
110201,Concepcion,Concepcion,Junin,"15,010",18.29,-11.9181,-75.3161
110202,Aco,Concepcion,Junin,"1,592",37.8,-11.9594,-75.3636
110203,Andamarca,Concepcion,Junin,"4,536",694.9,-11.7319,-74.8058
110204,Comas,Concepcion,Junin,6073,825.29,-11.7183,-75.0839
110205,Cochas,Concepcion,Junin,"1,757",165.05,-11.6597,-75.1033
110206,Chambara,Concepcion,Junin,"2,882",113.21,-12.0286,-75.3783
110207,Heroinas Toledo,Concepcion,Junin,"1,193",25.83,-11.8353,-75.2911
110208,Manzanares,Concepcion,Junin,"1,391",20.58,-12.0217,-75.3489
110209,Mariscal Castilla,Concepcion,Junin,"1,652",743.84,-11.6158,-75.0942
110210,Matahuasi,Concepcion,Junin,"5,171",24.74,-11.8917,-75.3539
110211,Mito,Concepcion,Junin,"1,369",25.21,-11.9375,-75.3417
110212,Nueve de Julio,Concepcion,Junin,"1,485",7.28,-11.9019,-75.3217
110213,Orcotuna,Concepcion,Junin,"4,168",44.61,-11.9681,-75.3131
110214,Santa Rosa de Ocopa,Concepcion,Junin,"2,030",13.91,-11.8769,-75.2944
110215,San Jose de Quero,Concepcion,Junin,"6,106",314.8,-12.0856,-75.5383
110301,Jauja,Jauja,Junin,"14,536",10.1,-11.7761,-75.4992
110302,Acolla,Jauja,Junin,"7,215",122.4,-11.7317,-75.5489
110303,Apata,Jauja,Junin,"4,084",421.62,-11.8558,-75.3569
110304,Ataura,Jauja,Junin,"1,155",5.9,-11.8022,-75.4411
110305,Canchayllo,Jauja,Junin,"1,658",974.69,-11.8011,-75.72
110306,El Mantaro,Jauja,Junin,"2,562",17.76,-11.8222,-75.3942
110307,Huamali,Jauja,Junin,"1,809",20.19,-11.8083,-75.4269
110308,Huaripampa,Jauja,Junin,836,14.19,-11.8086,-75.4739
110309,Huertas,Jauja,Junin,"1,644",11.82,-11.7686,-75.4769
110310,Janjaillo,Jauja,Junin,681,31.57,-11.7658,-75.6275
110311,Julcan,Jauja,Junin,671,24.78,-11.7608,-75.4392
110312,Leonor Ordoñez,Jauja,Junin,"1,480",20.34,-11.8633,-75.4169
110313,Llocllapampa,Jauja,Junin,"1,001",110.6,-11.8189,-75.6261
110314,Marco,Jauja,Junin,"1,590",28.8,-11.7419,-75.5639
110315,Masma,Jauja,Junin,"2,065",14.26,-11.7867,-75.4289
110316,Molinos,Jauja,Junin,"1,522",312.17,-11.7378,-75.4467
110317,Monobamba,Jauja,Junin,"1,055",295.83,-11.3606,-75.3278
110318,Muqui,Jauja,Junin,960,11.74,-11.8342,-75.4369
110319,Muquiyauyo,Jauja,Junin,"2,210",19.86,-11.8147,-75.4581
110320,Paca,Jauja,Junin,988,34.22,-11.7117,-75.5189
110321,Paccha,Jauja,Junin,"1,805",90.86,-11.8553,-75.5111
110322,Pancan,Jauja,Junin,"1,280",10.89,-11.7503,-75.4883
110323,Parco,Jauja,Junin,"1,152",32.82,-11.8022,-75.5469
110324,Pomacancha,Jauja,Junin,"1,975",281.61,-11.7381,-75.6264
110325,Ricran,Jauja,Junin,"1,567",319.95,-11.5411,-75.5289
110326,San Lorenzo,Jauja,Junin,"2,509",22.15,-11.8472,-75.3842
110327,San Pedro de Chunan,Jauja,Junin,839,8.44,-11.7247,-75.4894
110328,Sincos,Jauja,Junin,"4,912",236.74,-11.8917,-75.3903
110329,Tunan Marca,Jauja,Junin,"1,165",30.07,-11.7269,-75.5731
110330,Yauli,Jauja,Junin,"1,304",93.15,-11.7117,-75.4725
110331,Curicaca,Jauja,Junin,"1,645",64.68,-11.7842,-75.6781
110332,Masma Chicche,Jauja,Junin,757,29.86,-11.7864,-75.38
110333,Sausa,Jauja,Junin,"3,081",4.5,-11.7939,-75.4872
110334,Yauyos,Jauja,Junin,"9,360",20.54,-11.7822,-75.4989
110401,Junin,Junin,Junin,"9,492",883.8,-11.1597,-75.9956
110402,Carhuamayo,Junin,Junin,"7,768",219.68,-10.9233,-76.0569
110403,Ondores,Junin,Junin,"1,828",254.46,-11.0878,-76.1486
110404,Ulcumayo,Junin,Junin,"5,783","1,129.37",-10.9689,-75.8778
110501,Tarma,Tarma,Junin,"46,130",459.95,-11.4206,-75.6908
110502,Acobamba,Tarma,Junin,"13,586",97.84,-11.3528,-75.6592
110503,Huaricolca,Tarma,Junin,"3,251",162.31,-11.5089,-75.6514
110504,Huasahuasi,Tarma,Junin,"15,398",652.15,-11.2667,-75.6522
110505,La Union,Tarma,Junin,"3,124",140.4,-11.3756,-75.7547
110506,Palca,Tarma,Junin,"5,585",378.08,-11.3469,-75.5681
110507,Palcamayo,Tarma,Junin,"9,573",169.24,-11.2956,-75.7731
110508,San Pedro de Cajas,Tarma,Junin,"5,669",537.31,-11.2503,-75.8647
110509,Tapo,Tarma,Junin,"6,073",151.88,-11.3903,-75.5636
110601,La Oroya,Yauli,Junin,"12,577",388.42,-11.5206,-75.9014
110602,Chacapalpa,Yauli,Junin,704,183.06,-11.7328,-75.7556
110603,Huay-Huay,Yauli,Junin,"1,474",179.94,-11.7219,-75.9042
110604,Marcapomacocha,Yauli,Junin,"1,297",888.56,-11.4056,-76.3364
110605,Morococha,Yauli,Junin,"4,262",265.67,-11.5972,-76.14
110606,Paccha,Yauli,Junin,"1,649",323.69,-11.4794,-75.9669
110607,Santa Barbara de Carhuacayan,Yauli,Junin,"2,374",646.29,-11.2008,-76.2883
110608,Suitucancha,Yauli,Junin,"1,014",216.47,-11.7875,-75.9358
110609,Yauli,Yauli,Junin,"5,113",424.16,-11.6672,-76.0883
110610,Santa Rosa de Sacco,Yauli,Junin,"10,413",101.09,-11.5617,-75.95
110701,Satipo,Satipo,Junin,"43,554",732.02,-11.2531,-74.6372
110702,Coviriali,Satipo,Junin,"6,332",145.13,-11.2906,-74.6283
110703,Llaylla,Satipo,Junin,"6,417",180.39,-11.3808,-74.5906
110704,Mazamari,Satipo,Junin,"65,014","2,219.63",-11.4056,-74.7519
110705,Pampa Hermosa,Satipo,Junin,"10,899",566.82,-11.4056,-74.7519
110706,Pangoa,Satipo,Junin,"60,587","3,679.40",-11.2086,-74.6597
110707,Rio Negro,Satipo,Junin,"29,250",714.98,-11.1469,-74.31
110708,Rio Tambo,Satipo,Junin,"61,259","10,349.90",-11.2531,-74.6372
110801,Chanchamayo,Chanchamayo,Junin,"24,866",919.72,-11.0558,-75.3292
110802,San Ramon,Chanchamayo,Junin,"27,630",591.67,-11.1214,-75.3528
110803,Vitoc,Chanchamayo,Junin,"1,734",313.85,-11.2083,-75.3372
110804,San Luis de Shuaro,Chanchamayo,Junin,"7,395",212.49,-10.8894,-75.2911
110805,Pichanaqui,Chanchamayo,Junin,"71,598","1,496.59",-10.9303,-74.8728
110806,Perene,Chanchamayo,Junin,"77,635","1,191.16",-10.9522,-75.2244
110901,Chupaca,Chupaca,Junin,"22,407",21.7,-12.0625,-75.2897
110902,Ahuac,Chupaca,Junin,"5,932",70.44,-12.0789,-75.3197
110903,Chongos Bajo,Chupaca,Junin,"4,006",100.95,-12.1361,-75.2681
110904,Huachac,Chupaca,Junin,"4,027",22.01,-12.0225,-75.3436
110905,Huamancaca Chico,Chupaca,Junin,"6,126",9.4,-12.0797,-75.245
110906,San Juan de Yscos,Chupaca,Junin,"2,123",24.7,-12.1014,-75.2922
110907,San Juan de Jarpa,Chupaca,Junin,"3,597",137.02,-12.1239,-75.44
110908,Tres de Diciembre,Chupaca,Junin,"2,111",14.66,-12.1108,-75.2547
110909,Yanacancha,Chupaca,Junin,"3,547",743.4,-12.2008,-75.3864
120101,Trujillo,Trujillo,La Libertad,"329,127",39.36,-8.1094,-79.0333
120102,Huanchaco,Trujillo,La Libertad,"72,237",332.14,-8.0814,-79.1214
120103,Laredo,Trujillo,La Libertad,"36,353",335.44,-8.0911,-78.9611
120104,Moche,Trujillo,La Libertad,"35,945",25.25,-8.1722,-79.0111
120105,Salaverry,Trujillo,La Libertad,"19,095",295.88,-8.2231,-78.9781
120106,Simbal,Trujillo,La Libertad,"4,433",390.55,-7.9767,-78.8147
120107,Victor Larco Herrera,Trujillo,La Libertad,"66,607",18.02,-8.1439,-79.0558
120109,Poroto,Trujillo,La Libertad,"3,127",276.01,-8.0114,-78.7697
120110,El Porvenir,Trujillo,La Libertad,"196,333",36.7,-8.0819,-79.0025
120111,La Esperanza,Trujillo,La Libertad,"190,881",15.55,-8.0781,-79.0453
120112,Florencia de Mora,Trujillo,La Libertad,"42,978",1.99,-8.0808,-79.0236
120201,Bolivar,Bolivar,La Libertad,"4,921",740.58,-7.1547,-77.7044
120202,Bambamarca,Bolivar,La Libertad,"3,992",165.2,-7.4414,-77.6947
120203,Condormarca,Bolivar,La Libertad,"2,047",331.26,-7.5556,-77.5981
120204,Longotea,Bolivar,La Libertad,"2,242",192.88,-7.0428,-77.8744
120205,Ucuncha,Bolivar,La Libertad,787,98.41,-7.1656,-77.8617
120206,Uchumarca,Bolivar,La Libertad,"2,762",190.53,-7.0481,-77.8078
120301,Huamachuco,Sanchez Carrion,La Libertad,"65,142",424.13,-7.8153,-78.0525
120302,Cochorco,Sanchez Carrion,La Libertad,"9,588",258.04,-7.8058,-77.72
120303,Curgos,Sanchez Carrion,La Libertad,"8,712",99.5,-7.8592,-77.9431
120304,Chugay,Sanchez Carrion,La Libertad,"19,316",416.31,-7.7825,-77.8694
120305,Marcabal,Sanchez Carrion,La Libertad,"17,296",229.57,-7.7053,-78.0306
120306,Sanagoran,Sanchez Carrion,La Libertad,"15,424",324.38,-7.7856,-78.1411
120307,Sarin,Sanchez Carrion,La Libertad,"10,241",340.08,-7.9122,-77.9044
120308,Sartimbamba,Sanchez Carrion,La Libertad,"14,090",394.37,-7.6994,-77.7411
120401,Otuzco,Otuzco,La Libertad,"28,048",444.13,-7.9022,-78.5669
120402,Agallpampa,Otuzco,La Libertad,"9,997",258.56,-7.9853,-78.5481
120403,Charat,Otuzco,La Libertad,"2,814",68.89,-7.8247,-78.4506
120404,Huaranchal,Otuzco,La Libertad,"5,138",149.65,-7.6908,-78.4444
120405,La Cuesta,Otuzco,La Libertad,690,39.25,-7.9189,-78.7081
120408,Paranday,Otuzco,La Libertad,746,21.46,-7.8847,-78.7119
120409,Salpo,Otuzco,La Libertad,"6,142",192.74,-8.0053,-78.6064
120410,Sinsicap,Otuzco,La Libertad,"8,808",452.95,-7.8517,-78.7561
120411,Usquil,Otuzco,La Libertad,"27,986",445.82,-7.8156,-78.4192
120413,Mache,Otuzco,La Libertad,"3,129",37.32,-8.0303,-78.5367
120501,San Pedro de Lloc,Pacasmayo,La Libertad,"17,017",697.01,-7.4278,-79.5036
120503,Guadalupe,Pacasmayo,La Libertad,"45,031",165.37,-7.2428,-79.4717
120504,Jequetepeque,Pacasmayo,La Libertad,"3,997",50.98,-7.3369,-79.5628
120506,Pacasmayo,Pacasmayo,La Libertad,"28,458",30.84,-7.4006,-79.5686
120508,San Jose,Pacasmayo,La Libertad,"12,790",181.06,-7.3494,-79.4569
120601,Tayabamba,Pataz,La Libertad,"15,100",339.13,-8.2769,-77.2986
120602,Buldibuyo,Pataz,La Libertad,"3,823",227.39,-8.1281,-77.3981
120603,Chillia,Pataz,La Libertad,"14,060",300.04,-8.1258,-77.5169
120604,Huaylillas,Pataz,La Libertad,"3,691",89.73,-8.1867,-77.3447
120605,Huancaspata,Pataz,La Libertad,"6,532",247.48,-8.4575,-77.3011
120606,Huayo,Pataz,La Libertad,"4,527",124.63,-8.0053,-77.5936
120607,Ongon,Pataz,La Libertad,"1,817","1,394.89",-8.1689,-76.9664
120608,Parcoy,Pataz,La Libertad,"22,442",304.99,-8.035,-77.4817
120609,Pataz,Pataz,La Libertad,"9,408",467.44,-7.7856,-77.5942
120610,Pias,Pataz,La Libertad,"1,293",371.67,-7.8728,-77.5494
120611,Taurija,Pataz,La Libertad,"3,067",130.09,-8.3083,-77.425
120612,Urpay,Pataz,La Libertad,"2,809",99.61,-8.3478,-77.3917
120613,Santiago de Challas,Pataz,La Libertad,"2,520",129.44,-8.4389,-77.3239
120701,Santiago de Chuco,Santiago de Chuco,La Libertad,"20,781","1,073.63",-8.1456,-78.1753
